iter	Logloss
450	0.1480652661
451	0.1478385825
452	0.1476915505
453	0.1475267073
454	0.1474321753
455	0.1471488691
456	0.1468953558
457	0.1466769498
458	0.1464410545
459	0.1462159491
460	0.1459788783
461	0.1458029392
462	0.1456424925
463	0.1454779874
464	0.14533598
465	0.1450207069
466	0.1448381328
467	0.1446852712
468	0.1444377164
469	0.1443175786
470	0.1442281517
471	0.1440939226
472	0.1439883431
473	0.1437735766
474	0.1436592847
475	0.1434471271
476	0.1432479013
477	0.1430427169
478	0.1428771973
479	0.1427255273
480	0.1425854846
481	0.1423897051
482	0.1422073082
483	0.1420589558
484	0.1418267645
485	0.1416938721
486	0.1415599491
487	0.1414415989
488	0.1413334265
489	0.1411673272
490	0.1411018633
491	0.1408121637
492	0.1406735221
493	0.1405795699
494	0.1403564775
495	0.140156366
496	0.1399329998
497	0.1397829564
498	0.13961515
499	0.1394748497
500	0.1392786675
501	0.1390456227
502	0.1389411383
503	0.1387831877
504	0.1386293597
505	0.1383770059
506	0.1382355944
507	0.1380502182
508	0.1379529324
509	0.1376370634
510	0.1375273128
511	0.1372708202
512	0.1371809101
513	0.1369356583
514	0.1368582129
515	0.1366505323
516	0.1365363692
517	0.1364857857
518	0.1362802792
519	0.1360991224
520	0.1359878097
521	0.1358864656
522	0.1354640347
523	0.1352691409
524	0.1351815337
525	0.1349644885
526	0.1347873013
527	0.1346558664
528	0.1345651833
529	0.1344231034
530	0.1343015646
531	0.1341445319
532	0.1339055285
533	0.1338143301
534	0.1337411684
535	0.1336793119
536	0.1334784274
537	0.1334179881
538	0.1332572675
539	0.1331565515
540	0.1330546437
541	0.1329311562
542	0.1327812094
543	0.132593627
544	0.132234518
545	0.1320000721
546	0.1318318068
547	0.1316756276
548	0.1315574304
549	0.1314659421
550	0.1312470449
551	0.1310728128
552	0.1308058605
553	0.1306844585
554	0.1305975922
555	0.1304848543
556	0.1302675353
557	0.1301007595
558	0.1300236282
559	0.1298505637
560	0.1297783441
561	0.1296994816
562	0.1296244921
563	0.1294665978
564	0.1293857866
565	0.1292403571
566	0.1291748611
567	0.1290306715
568	0.128977141
569	0.1289239244
570	0.1286900664
571	0.1285783994
572	0.1283352734
573	0.1281917522
574	0.1280439633
575	0.1278915446
576	0.1277584831
577	0.1276219511
578	0.1274922394
579	0.127371095
580	0.1272647183
581	0.1271779727
582	0.1270116398
583	0.1269290652
584	0.1267811154
585	0.1266698671
586	0.126488662
587	0.1263238026
588	0.1260931091
589	0.1259839785
590	0.1258264869
591	0.1256603795
592	0.1254707115
593	0.1253275607
594	0.1251762773
595	0.1250129961
596	0.1248564466
597	0.124696483
598	0.124589293
599	0.1243914441
600	0.1242925639
601	0.1241501378
602	0.1240932495
603	0.1240445099
604	0.1239714529
605	0.1238430214
606	0.1236666073
607	0.1234691851
608	0.123332927
609	0.1232034245
610	0.1231225409
611	0.122992974
612	0.1228347658
613	0.1227057223
614	0.1225821865
615	0.1225245252
616	0.1224341964
617	0.1223287859
618	0.122212642
619	0.122068686
620	0.1219158243
621	0.1218325009
622	0.1217187323
623	0.1215753802
624	0.1214691323
625	0.1214157386
626	0.1212867676
627	0.1211639646
628	0.1210044519
629	0.1208815602
630	0.1206822861
631	0.1205725194
632	0.1203445153
633	0.1201563048
634	0.1200598805
635	0.119922648
636	0.1197577162
637	0.119599218
638	0.119483211
639	0.11940645
640	0.1193210894
641	0.1191342799
642	0.1189559413
643	0.1188663452
644	0.1187208513
645	0.1185786426
646	0.1185083072
647	0.118362773
648	0.1182282138
649	0.1181791844
650	0.1180275547
651	0.1179546829
652	0.1178873591
653	0.1177252535
654	0.1175671016
655	0.1174007124
656	0.1172442353
657	0.117081695
658	0.1169292762
659	0.1168036388
660	0.1167008775
661	0.1166414689
662	0.1165423793
663	0.1164741295
664	0.1162683089
665	0.1161249488
666	0.115982257
667	0.1158641725
668	0.1157966714
669	0.1157034922
670	0.1155876301
671	0.1155162157
672	0.1153714706
673	0.1152846847
674	0.115190966
675	0.1150364536
676	0.1148646694
677	0.1147454657
678	0.1146998101
679	0.1145843425
680	0.1143591969
681	0.1142926863
682	0.1141411049
683	0.1140240752
684	0.113967968
685	0.1137759407
686	0.1137142936
687	0.113668791
688	0.1136066527
689	0.1135427993
690	0.1134945832
691	0.1134024507
692	0.1132532286
693	0.1130885625
694	0.1129654937
695	0.1128878229
696	0.1127882341
697	0.1127484083
698	0.1126358556
699	0.1125480873
700	0.1123934542
701	0.1123119505
702	0.1121671088
703	0.1120652574
704	0.1119240552
705	0.1118428172
706	0.111774511
707	0.1116852692
708	0.111589465
709	0.1115240414
710	0.1114375696
711	0.1112408641
712	0.1109662703
713	0.1108859342
714	0.1108497962
715	0.1107282171
716	0.1105830935
717	0.1104127748
718	0.1103500729
719	0.1101293076
720	0.1100620723
721	0.109854907
722	0.1097645541
723	0.109735349
724	0.1095875521
725	0.109449144
726	0.1093598298
727	0.1092262288
728	0.1091877074
729	0.1090835934
730	0.1089958412
731	0.108831159
732	0.1087007306
733	0.1086125759
734	0.1085756891
735	0.1084546011
736	0.1083237459
737	0.1082291978
738	0.1079816914
739	0.107871039
740	0.107781612
741	0.107706848
742	0.107574632
743	0.1074459992
744	0.1073258533
745	0.1072220533
746	0.1071486179
747	0.1069526129
748	0.1068244874
749	0.1067091164
750	0.1066440552
751	0.1065152855
752	0.106424699
753	0.1062964286
754	0.1061958736
755	0.106107123
756	0.1059500984
757	0.1058939992
758	0.1057421843
759	0.1056769781
760	0.1055804492
761	0.1054974558
762	0.1054354786
763	0.1053144228
764	0.1051855565
765	0.1050513919
766	0.1050099396
767	0.1048428256
768	0.1047499845
769	0.1045560731
770	0.1044456623
771	0.104359424
772	0.1042407919
773	0.1040881638
774	0.104016379
775	0.1039053804
776	0.1038294649
777	0.1037315026
778	0.1036480181
779	0.1034649771
780	0.1033951812
781	0.1032951737
782	0.1031355322
783	0.1030659537
784	0.1029841199
785	0.1028755611
786	0.1028125531
787	0.1026286988
788	0.1025575824
789	0.1023621572
790	0.1022968705
791	0.1022287978
792	0.1021098517
793	0.1020396693
794	0.1019142252
795	0.1018573046
796	0.1017922595
797	0.1016974698
798	0.1015568796
799	0.1014496011
800	0.1013712619
801	0.101279838
802	0.1011756837
803	0.1010932057
804	0.1010314458
805	0.1008815071
806	0.1008171142
807	0.1006495493
808	0.1005651791
809	0.1003010772
810	0.1002424175
811	0.1001827834
812	0.1001294622
813	0.1000513726
814	0.09999371934
815	0.09994534213
816	0.0998130134
817	0.09973675972
818	0.0995030144
819	0.09933616618
820	0.09928106545
821	0.09920952226
822	0.0990952303
823	0.09902727031
824	0.09896811936
825	0.09888985264
826	0.09880102958
827	0.0987335044
828	0.09864576033
829	0.0986135357
830	0.09853968155
831	0.09848258388
832	0.09841912504
833	0.0983625105
834	0.09831415745
835	0.0982010089
836	0.09812937714
837	0.09806984773
838	0.09801081756
839	0.09791266207
840	0.09785847123
841	0.09771915325
842	0.09762264846
843	0.09757696871
844	0.09750313872
845	0.09732282734
846	0.09727422468
847	0.09719714967
848	0.09708878409
849	0.0970580169
850	0.09695592392
851	0.09682576122
852	0.09675339671
853	0.09665422666
854	0.09656363213
855	0.09646467143
856	0.09641556954
857	0.09636090362
858	0.09629581019
859	0.0962259821
860	0.09609678565
861	0.09591436462
862	0.09582285214
863	0.09575435266
864	0.09568432327
865	0.09559685297
866	0.09548744866
867	0.09544639889
868	0.09535573189
869	0.0952086275
870	0.09516330206
871	0.095054091
872	0.09500160721
873	0.09496215176
874	0.09491350078
875	0.09488006833
876	0.094788886
877	0.0947301618
878	0.0944942424
879	0.09438889637
880	0.09424800822
881	0.0941217508
882	0.09398484041
883	0.09388833562
884	0.09380580127
885	0.09358723422
886	0.09345999443
887	0.09331230224
888	0.09322361606
889	0.09314826422
890	0.09309853425
891	0.09300506511
892	0.09287479773
893	0.09276882363
894	0.09262089792
895	0.09257224694
896	0.09251843455
897	0.09239774115
898	0.09224934842
899	0.09203769009
900	0.09194255416
901	0.09187423183
902	0.09184652444
903	0.09180224577
904	0.09168594884
905	0.09148467776
906	0.09136234978
907	0.09124504633
908	0.09113461135
909	0.09106981584
910	0.09097976081
911	0.0908508945
912	0.09075029117
913	0.09065908467
914	0.09063538725
915	0.09054214357
916	0.09050594118
917	0.09046853098
918	0.09034106574
919	0.09024001149
920	0.09015032685
921	0.09006742211
922	0.08997000742
923	0.08988508964
924	0.08984985352
925	0.08974115779
926	0.0896705245
927	0.08962548087
928	0.08958197521
929	0.08946742559
930	0.0893858897
931	0.0893522479
932	0.08928051146
933	0.08915512367
934	0.08895782229
935	0.08884766913
936	0.08873999603
937	0.08866197088
938	0.08860040428
939	0.08848820588
940	0.08838223983
941	0.08830784619
942	0.08820142117
943	0.08813098918
944	0.08803032948
945	0.08795022688
946	0.08784401926
947	0.08775394812
948	0.08768238078
949	0.08758980542
950	0.08751373694
951	0.08746704263
952	0.08732059046
953	0.08721881152
954	0.08711472162
955	0.08701816046
956	0.08691196895
957	0.08683924209
958	0.08674845431
959	0.08665607221
960	0.08660858879
961	0.0865532948
962	0.0864901822
963	0.08640072302
964	0.08636002754
965	0.0862703429
966	0.08618362145
967	0.08615391714
968	0.08612379411
969	0.08604589779
970	0.08599336569
971	0.0859155982
972	0.08584487633
973	0.08580547725
974	0.0857529371
975	0.08572903032
976	0.08565345301
977	0.08555652145
978	0.08552415189
979	0.08546590277
980	0.08543490206
981	0.08534996013
982	0.08524786715
983	0.08519680859
984	0.08509648708
985	0.08499770353
986	0.08490689965
987	0.08481380895
988	0.08471696597
989	0.08462166094
990	0.08453028535
991	0.08444270232
992	0.08434081065
993	0.08432530224
994	0.08424401598
995	0.08415636853
996	0.08408362557
997	0.08400585003
998	0.08389298331
999	0.08370114933
